,Course Code,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (grade),Scholarship holder,Debtor,Previous qualification (grade),Gender,Attendance,Marital status,Tuition fees up to date,Target,CGPA,DropOff_Rate,Appreciation_Rate
414,9238,20,0,12.333333333333334,0,11.833333333333334,yes,no,132.0,male,present,single,yes,Graduate,3.3564814814814814,0.5,0.0
415,9085,18,0,14.0,0,15.4,no,no,131.0,male,present,single,yes,Graduate,4.083333333333333,0.0,1.4
416,9085,19,0,15.23076923076923,0,12.375,no,no,126.0,male,present,single,yes,Graduate,3.834134615384615,2.86,0.0
418,9500,18,0,11.6,0,11.6,yes,no,136.0,male,present,single,yes,Graduate,3.222222222222222,0.0,0.0
420,9500,19,0,12.901428571428571,0,13.094444444444443,yes,no,135.0,male,present,single,yes,Graduate,3.6105379188712523,0.0,0.19
421,9991,30,4,14.142857142857142,1,14.8,no,no,160.0,male,absent,single,yes,Graduate,4.01984126984127,0.0,0.66
423,9500,19,0,13.25375,0,13.25375,no,no,140.0,male,present,single,yes,Graduate,3.681597222222222,0.0,0.0
424,9130,20,0,13.785714285714286,0,14.1,no,no,115.0,male,present,single,yes,Graduate,3.873015873015873,0.0,0.31
425,9500,20,0,13.916666666666666,0,13.916666666666666,no,no,144.0,male,present,single,yes,Graduate,3.8657407407407405,0.0,0.0
426,9670,19,0,13.5,0,13.571428571428571,no,no,128.0,male,present,single,yes,Graduate,3.7599206349206344,0.0,0.07
430,9500,18,0,12.082857142857142,0,12.082857142857142,yes,no,134.0,male,present,single,yes,Graduate,3.356349206349206,0.0,0.0
431,8014,27,0,11.833333333333334,0,12.8,yes,no,120.0,male,absent,single,yes,Graduate,3.4212962962962963,0.0,0.97
432,9147,19,0,13.4,0,12.4,yes,no,125.0,male,present,single,yes,Graduate,3.5833333333333335,1.0,0.0
434,9773,19,0,14.2,0,14.571428571428571,no,no,140.0,male,present,single,yes,Graduate,3.996031746031746,0.0,0.37
435,9500,18,0,13.814285714285717,0,13.814285714285717,yes,no,144.0,male,present,single,yes,Graduate,3.837301587301588,0.0,0.0
437,9670,18,0,14.5,0,13.666666666666666,yes,no,130.0,male,present,single,yes,Graduate,3.9120370370370368,0.83,0.0
439,9500,36,0,11.3,0,11.3,no,no,133.1,male,present,married,yes,Graduate,3.138888888888889,0.0,0.0
442,9500,19,0,12.3,0,12.3,no,no,136.0,male,present,single,yes,Graduate,3.416666666666667,0.0,0.0
443,9500,18,0,12.694285714285714,0,12.694285714285714,yes,no,127.0,male,present,single,yes,Graduate,3.526190476190476,0.0,0.0
445,9238,19,0,13.0,0,14.166666666666666,yes,no,128.0,male,present,single,yes,Graduate,3.773148148148148,0.0,1.17
446,9500,19,0,14.4125,0,16.05,yes,no,128.0,male,present,single,yes,Graduate,4.230902777777778,0.0,1.64
447,9500,18,0,12.92875,0,14.0625,no,no,140.0,male,present,single,yes,Dropout,3.748784722222222,0.0,1.13
448,9773,20,0,13.333333333333334,0,12.8,no,no,121.0,male,present,single,yes,Graduate,3.6296296296296293,0.53,0.0
450,9500,20,0,14.402857142857142,0,14.402857142857142,no,no,126.0,male,present,single,yes,Graduate,4.000793650793651,0.0,0.0
451,9500,18,0,13.381428571428572,0,13.381428571428572,yes,no,135.0,male,present,single,yes,Graduate,3.717063492063492,0.0,0.0
452,9500,18,0,14.13125,0,13.98375,no,no,131.0,male,present,single,yes,Graduate,3.9048611111111113,0.15,0.0
453,9085,19,0,11.714285714285714,0,12.6,no,no,140.0,male,present,single,yes,Graduate,3.3769841269841265,0.0,0.89
457,9853,22,0,13.6,0,12.0,no,no,140.0,male,present,single,yes,Dropout,3.555555555555556,1.6,0.0
458,9003,36,4,13.846153846153848,5,14.090909090909092,no,no,130.0,male,present,married,yes,Graduate,3.8801476301476305,0.0,0.24
459,9773,18,0,12.5,0,13.333333333333334,yes,no,125.0,male,present,single,yes,Graduate,3.5879629629629632,0.0,0.83
460,9130,20,0,16.4,0,14.6,no,no,160.0,male,present,single,yes,Graduate,4.305555555555555,1.8,0.0
461,9070,20,5,13.818181818181818,5,13.454545454545457,yes,no,130.0,male,present,single,yes,Graduate,3.787878787878788,0.36,0.0
463,9147,24,0,10.2,0,12.2,no,yes,133.1,male,present,single,yes,Graduate,3.1111111111111107,0.0,2.0
465,8014,27,7,11.444444444444445,4,10.8,no,no,133.1,male,absent,single,yes,Dropout,3.0895061728395063,0.64,0.0
467,9238,23,15,13.0,11,13.266666666666667,yes,no,129.0,male,present,single,yes,Graduate,3.648148148148148,0.0,0.27
468,9500,18,0,13.31,0,13.31,yes,no,144.0,male,present,single,yes,Graduate,3.6972222222222224,0.0,0.0
469,9238,18,0,10.571428571428571,0,12.2,yes,no,120.0,male,present,single,yes,Graduate,3.1626984126984126,0.0,1.63
470,9500,20,0,13.487142857142857,0,13.487142857142857,yes,no,144.0,male,present,single,yes,Graduate,3.746428571428571,0.0,0.0
471,9254,20,0,12.333333333333334,0,11.833333333333334,yes,no,132.0,male,present,single,yes,Graduate,3.3564814814814814,0.5,0.0
472,9670,23,0,11.875,0,12.833333333333334,no,no,142.0,male,present,single,yes,Dropout,3.4317129629629632,0.0,0.96
473,9500,20,0,13.966666666666669,0,13.966666666666669,no,no,136.0,male,present,single,yes,Graduate,3.87962962962963,0.0,0.0
478,9500,18,0,11.98,0,13.225,no,no,117.0,male,present,single,yes,Graduate,3.500694444444444,0.0,1.24
480,9500,19,0,11.614285714285714,0,14.0375,no,no,136.0,male,present,single,yes,Graduate,3.562748015873016,0.0,2.42
481,9500,18,0,14.314285714285717,0,14.314285714285717,yes,no,141.0,male,present,single,yes,Graduate,3.9761904761904767,0.0,0.0
484,9500,20,0,12.766666666666666,0,12.128571428571428,yes,no,102.0,male,present,single,yes,Graduate,3.4576719576719572,0.64,0.0
485,9853,18,0,12.666666666666666,0,12.2,yes,no,126.0,male,present,single,yes,Graduate,3.4537037037037037,0.47,0.0
488,9500,19,0,14.70625,0,14.4775,yes,no,132.0,male,present,single,yes,Graduate,4.053298611111111,0.23,0.0
489,9500,19,0,11.814285714285717,0,13.542857142857144,yes,no,128.0,male,present,single,yes,Graduate,3.521825396825397,0.0,1.73
490,9070,23,1,13.0,0,11.875,no,no,115.0,male,present,single,yes,Graduate,3.454861111111111,1.12,0.0
491,9670,19,0,14.857142857142858,0,13.333333333333334,no,no,125.0,male,present,single,yes,Graduate,3.9153439153439153,1.52,0.0
492,9500,20,0,12.6,0,12.6,no,no,137.0,male,present,single,yes,Graduate,3.5,0.0,0.0
497,9254,18,0,11.8,0,12.2,no,no,122.0,male,present,single,yes,Graduate,3.333333333333333,0.0,0.4
498,9070,18,0,11.8,0,12.666666666666666,no,no,126.0,male,present,single,yes,Graduate,3.3981481481481484,0.0,0.87
499,9500,18,0,12.77125,0,12.77125,no,no,128.0,male,present,single,yes,Graduate,3.5475694444444446,0.0,0.0
501,9254,18,0,12.666666666666666,0,14.6,no,no,128.0,male,present,single,yes,Graduate,3.7870370370370368,0.0,1.93
504,9500,18,0,11.721428571428572,0,11.721428571428572,yes,no,135.0,male,present,single,yes,Graduate,3.255952380952381,0.0,0.0
507,9773,18,0,12.666666666666666,0,13.666666666666666,no,no,138.0,male,present,single,yes,Graduate,3.657407407407407,0.0,1.0
516,9003,50,0,12.5,0,12.4,no,no,120.0,male,present,married,yes,Graduate,3.458333333333333,0.1,0.0
520,9500,18,0,12.61,0,12.61,yes,no,135.0,male,present,single,yes,Graduate,3.5027777777777773,0.0,0.0
522,9238,20,0,13.0,0,13.5,no,no,150.0,male,present,single,no,Graduate,3.6805555555555554,0.0,0.5
532,9500,18,0,11.69,0,11.69,no,no,145.0,female,present,single,yes,Graduate,3.247222222222222,0.0,0.0
537,9254,21,0,11.0,0,12.4,no,no,127.0,female,present,single,yes,Graduate,3.2499999999999996,0.0,1.4
538,9003,21,0,12.857142857142858,0,13.166666666666666,no,no,140.0,female,present,single,yes,Graduate,3.6144179894179898,0.0,0.31
540,9500,28,0,14.528571428571428,0,15.018181818181818,no,no,127.0,female,present,single,yes,Graduate,4.103715728715729,0.0,0.49
542,9003,21,0,13.0,0,12.625,yes,no,150.0,female,present,single,yes,Graduate,3.5590277777777777,0.38,0.0
543,9500,18,0,15.957142857142856,0,15.188888888888888,yes,no,154.0,female,present,single,yes,Graduate,4.325837742504409,0.77,0.0
549,9147,19,0,13.25,0,11.0,no,no,125.0,female,present,single,yes,Graduate,3.3680555555555554,2.25,0.0
555,9003,25,9,12.428571428571429,3,10.857142857142858,no,no,150.0,female,present,single,yes,Dropout,3.2341269841269837,1.57,0.0
559,9500,23,0,12.5075,0,12.5075,no,no,111.0,female,present,single,yes,Graduate,3.4743055555555555,0.0,0.0
560,9003,21,7,12.090909090909092,5,12.0,no,no,140.0,female,present,single,yes,Graduate,3.345959595959596,0.09,0.0
563,9130,18,0,13.5,0,13.2,no,no,132.0,female,present,single,yes,Graduate,3.708333333333333,0.3,0.0
564,9070,22,0,14.166666666666666,0,13.625,no,no,119.0,female,present,single,yes,Graduate,3.8599537037037033,0.54,0.0
565,9670,27,0,14.0,0,14.714285714285714,no,no,133.1,female,present,single,yes,Graduate,3.988095238095238,0.0,0.71
568,9085,20,0,14.6,0,14.2,no,no,128.0,female,present,single,yes,Graduate,3.9999999999999996,0.4,0.0
569,9003,27,0,13.0,0,11.5,no,no,120.0,female,present,single,yes,Graduate,3.4027777777777777,1.5,0.0
570,8014,20,0,12.166666666666666,0,12.0,no,no,130.0,female,absent,single,yes,Graduate,3.356481481481481,0.17,0.0
576,9500,19,0,13.828571428571427,0,13.828571428571427,no,no,149.0,female,present,single,yes,Graduate,3.841269841269841,0.0,0.0
578,9238,20,0,11.5,0,11.666666666666666,no,no,134.0,male,present,married,yes,Graduate,3.217592592592592,0.0,0.17
581,9500,18,0,12.5375,0,12.614285714285714,no,no,141.0,male,present,single,yes,Graduate,3.4933035714285716,0.0,0.08
584,9254,19,0,11.8,0,11.6,no,no,102.0,male,present,single,yes,Graduate,3.2499999999999996,0.2,0.0
585,9147,18,0,15.0,0,15.2,yes,no,143.0,male,present,single,yes,Graduate,4.194444444444445,0.0,0.2
587,9773,18,0,12.833333333333334,0,12.285714285714286,yes,no,121.0,male,present,single,yes,Graduate,3.488756613756614,0.55,0.0
589,9130,19,0,12.1625,0,13.825,no,no,122.0,male,present,single,yes,Graduate,3.6093749999999996,0.0,1.66
590,9670,18,0,13.833333333333334,0,14.555555555555555,no,no,123.0,male,present,single,yes,Graduate,3.942901234567901,0.0,0.72
592,9670,20,2,12.125,2,13.571428571428571,yes,no,110.0,male,present,single,yes,Graduate,3.568948412698412,0.0,1.45
595,9991,29,10,11.454545454545457,9,11.545454545454543,no,no,120.0,male,absent,single,yes,Dropout,3.194444444444444,0.0,0.09
597,9853,31,0,12.666666666666666,0,12.6,no,yes,143.0,male,present,married,no,Dropout,3.509259259259259,0.07,0.0
598,9670,20,0,12.666666666666666,0,13.77777777777778,no,no,149.0,male,present,single,yes,Graduate,3.67283950617284,0.0,1.11
599,9003,21,12,11.88888888888889,11,11.461538461538462,no,no,133.0,male,present,single,yes,Graduate,3.2431149097815766,0.43,0.0
602,9500,24,4,16.885714285714283,3,15.744444444444444,no,no,170.0,male,present,single,yes,Graduate,4.531966490299823,1.14,0.0
603,8014,27,0,12.5,1,12.333333333333334,no,no,120.0,male,absent,single,yes,Graduate,3.4490740740740744,0.17,0.0
604,9500,18,0,13.055555555555555,0,15.8125,yes,no,143.0,male,present,single,yes,Graduate,4.009452160493828,0.0,2.76
607,9500,19,0,12.355714285714283,0,12.355714285714283,yes,no,131.0,male,present,single,yes,Graduate,3.4321428571428565,0.0,0.0
610,9853,20,0,13.857142857142858,0,12.571428571428571,yes,yes,112.0,male,present,single,yes,Graduate,3.670634920634921,1.29,0.0
611,8014,24,0,13.0,0,14.166666666666666,no,no,150.0,male,absent,married,yes,Graduate,3.773148148148148,0.0,1.17
612,9070,20,0,12.833333333333334,0,11.166666666666666,no,no,116.0,male,present,single,yes,Graduate,3.333333333333333,1.67,0.0
614,9500,19,0,12.357142857142858,0,12.357142857142858,yes,no,130.0,male,present,single,yes,Graduate,3.432539682539683,0.0,0.0
615,9500,18,0,13.857142857142858,0,13.857142857142858,yes,no,144.0,male,present,single,yes,Graduate,3.8492063492063493,0.0,0.0
616,9238,20,0,12.333333333333334,0,10.666666666666666,yes,no,105.0,male,present,single,yes,Graduate,3.194444444444444,1.67,0.0
617,9500,20,0,12.847142857142858,0,13.788888888888888,no,no,143.0,male,present,single,yes,Graduate,3.6994488536155203,0.0,0.94
618,9500,19,0,12.339999999999998,0,13.01875,yes,no,137.0,male,present,single,yes,Graduate,3.522048611111111,0.0,0.68
620,9773,20,0,13.833333333333334,0,12.5,no,no,133.1,male,present,single,yes,Graduate,3.6574074074074074,1.33,0.0
623,9500,18,0,13.73125,0,13.73125,yes,no,137.0,male,present,single,yes,Graduate,3.8142361111111107,0.0,0.0
625,9853,21,0,12.0,0,10.8,no,no,133.1,male,present,single,yes,Dropout,3.1666666666666665,1.2,0.0
626,8014,23,5,10.88888888888889,3,11.333333333333334,no,no,130.0,male,absent,single,yes,Graduate,3.0864197530864197,0.0,0.44
627,9500,19,0,13.025,0,13.811111111111112,no,no,106.0,male,present,single,yes,Graduate,3.7272376543209877,0.0,0.79
628,9773,18,0,13.0,0,14.166666666666666,no,no,125.0,male,present,single,yes,Graduate,3.773148148148148,0.0,1.17
629,9773,19,0,11.8,0,12.0,no,no,134.0,male,present,single,yes,Graduate,3.3055555555555554,0.0,0.2
630,9500,25,0,12.042857142857144,0,12.042857142857144,yes,no,133.1,male,present,single,yes,Graduate,3.345238095238096,0.0,0.0
632,9500,19,0,12.8375,0,15.5,yes,no,136.0,male,present,single,yes,Graduate,3.9357638888888884,0.0,2.66
633,9130,24,0,11.0,0,11.7,yes,yes,120.0,male,present,single,yes,Graduate,3.1527777777777777,0.0,0.7
634,9670,18,0,13.5,0,14.0,yes,no,135.0,male,present,single,yes,Graduate,3.819444444444444,0.0,0.5
635,9238,19,0,12.125,0,12.714285714285714,yes,no,122.0,male,present,single,yes,Graduate,3.4499007936507935,0.0,0.59
636,9500,18,0,12.62857142857143,0,12.62857142857143,yes,no,147.0,male,present,single,yes,Graduate,3.5079365079365084,0.0,0.0
638,9238,19,0,11.2,0,11.6,no,no,121.0,male,present,single,yes,Graduate,3.166666666666666,0.0,0.4
639,9773,18,0,12.666666666666666,0,11.833333333333334,yes,no,135.0,male,present,single,yes,Dropout,3.4027777777777777,0.83,0.0
647,9991,26,0,12.0,0,14.833333333333334,no,no,140.0,male,absent,married,yes,Graduate,3.726851851851852,0.0,2.83
648,9130,27,0,12.228571428571428,1,13.2125,no,no,120.0,male,present,single,yes,Graduate,3.5334821428571423,0.0,0.98
650,9238,18,0,15.375,0,16.428571428571427,no,no,151.0,male,present,single,yes,Graduate,4.417162698412698,0.0,1.05
652,9500,24,0,12.614285714285714,0,12.614285714285714,no,no,133.1,male,present,single,yes,Graduate,3.503968253968254,0.0,0.0
653,9238,19,3,12.2,2,11.5,yes,no,130.0,male,present,single,yes,Graduate,3.2916666666666665,0.7,0.0
657,8014,22,14,10.923076923076923,13,11.454545454545457,no,no,121.0,male,absent,single,yes,Graduate,3.1080031080031083,0.0,0.53
658,9070,20,0,12.4,0,12.4,no,no,141.0,male,present,single,yes,Graduate,3.4444444444444446,0.0,0.0
660,9003,21,0,15.833333333333334,0,15.5,no,no,180.0,male,present,single,yes,Graduate,4.351851851851852,0.33,0.0
662,9773,18,0,12.571428571428571,0,13.666666666666666,no,no,127.0,male,present,single,yes,Graduate,3.644179894179894,0.0,1.1
664,9500,19,0,13.3625,0,14.444444444444445,no,no,143.0,female,present,single,yes,Graduate,3.862075617283951,0.0,1.08
665,9085,19,0,15.4,0,16.0,yes,no,144.0,male,present,single,yes,Graduate,4.361111111111111,0.0,0.6
667,9238,20,6,12.818181818181818,6,13.545454545454543,yes,no,140.0,male,present,single,yes,Graduate,3.661616161616161,0.0,0.73
669,9500,28,12,13.394736842105264,11,13.554736842105264,no,no,100.0,male,present,single,yes,Graduate,3.742982456140351,0.0,0.16
670,9238,20,0,14.25,0,11.0,yes,no,151.0,male,present,single,yes,Graduate,3.506944444444444,3.25,0.0
671,8014,30,9,13.444444444444445,5,14.714285714285714,no,no,120.0,male,absent,single,yes,Dropout,3.9109347442680775,0.0,1.27
672,9500,19,0,12.285714285714286,0,11.7375,yes,no,135.0,male,present,single,yes,Graduate,3.33655753968254,0.55,0.0
673,9070,22,0,11.666666666666666,0,13.2,no,no,121.0,male,present,single,yes,Graduate,3.4537037037037037,0.0,1.53
674,9254,18,0,12.166666666666666,0,13.5,no,no,116.0,male,present,single,yes,Graduate,3.5648148148148144,0.0,1.33
676,9070,18,0,14.0,0,15.0,no,no,160.0,male,present,single,yes,Graduate,4.027777777777778,0.0,1.0
680,9254,22,0,10.833333333333334,0,10.666666666666666,no,no,124.0,male,present,single,yes,Graduate,2.986111111111111,0.17,0.0
681,9238,23,3,13.142857142857142,2,14.0,yes,yes,140.0,male,present,single,yes,Graduate,3.7698412698412698,0.0,0.86
682,9085,20,2,14.4,0,14.0,yes,yes,170.0,male,present,single,no,Dropout,3.944444444444444,0.4,0.0
684,9003,49,6,12.0,3,11.22222222222222,no,no,133.1,female,present,married,yes,Graduate,3.2253086419753085,0.78,0.0
685,9991,46,6,12.2,4,12.8,no,no,100.0,female,absent,married,yes,Graduate,3.4722222222222223,0.0,0.6
687,9500,18,0,11.8375,0,12.48125,no,no,133.0,female,present,single,yes,Graduate,3.377604166666667,0.0,0.64
688,9991,43,0,11.8,0,14.0,no,no,120.0,female,absent,married,yes,Graduate,3.5833333333333335,0.0,2.2
696,8014,45,0,13.666666666666666,0,13.666666666666666,no,no,165.0,female,absent,married,yes,Graduate,3.796296296296296,0.0,0.0
698,9003,22,0,12.6,0,11.714285714285714,no,no,140.0,female,present,single,yes,Graduate,3.3769841269841265,0.89,0.0
704,9238,47,3,13.11111111111111,3,14.857142857142858,no,no,100.0,female,present,single,yes,Graduate,3.884479717813051,0.0,1.75
706,8014,41,6,12.5,3,12.142857142857142,no,no,133.1,female,absent,married,yes,Graduate,3.4226190476190474,0.36,0.0
707,9003,60,17,14.11111111111111,11,14.23076923076923,no,no,150.0,female,present,married,yes,Graduate,3.9363722697056027,0.0,0.12
708,9254,47,6,14.727272727272728,6,15.77777777777778,no,no,120.0,female,present,married,yes,Graduate,4.236812570145904,0.0,1.05
713,9500,18,0,13.105714285714283,0,13.105714285714283,no,no,143.0,female,present,single,yes,Graduate,3.6404761904761895,0.0,0.0
714,9085,43,0,13.5,0,14.4,no,no,120.0,female,present,married,yes,Graduate,3.8749999999999996,0.0,0.9
715,8014,44,9,11.846153846153848,9,12.0,no,no,161.0,female,absent,single,yes,Graduate,3.3119658119658117,0.0,0.15
725,9500,51,4,15.2,6,16.575,no,no,140.0,female,present,married,yes,Graduate,4.413194444444444,0.0,1.38
726,9670,19,2,14.428571428571429,1,14.375,no,no,140.0,female,present,single,yes,Graduate,4.000496031746032,0.05,0.0
731,9003,21,0,12.142857142857142,0,11.666666666666666,no,no,140.0,female,present,single,yes,Graduate,3.306878306878307,0.48,0.0
732,9254,21,0,12.0,0,11.6,no,no,132.0,female,present,single,yes,Graduate,3.2777777777777777,0.4,0.0
735,9670,21,0,11.875,0,12.0,no,no,110.0,female,present,single,yes,Graduate,3.3159722222222223,0.0,0.12
739,9773,20,1,13.833333333333334,1,13.0,no,no,158.0,female,present,single,yes,Dropout,3.726851851851852,0.83,0.0
741,9254,19,0,14.428571428571429,0,12.5,no,no,136.0,female,present,single,yes,Graduate,3.740079365079365,1.93,0.0
742,9500,18,0,14.2,0,12.4,no,no,142.0,female,present,single,yes,Dropout,3.6944444444444446,1.8,0.0
744,9773,52,0,13.0,0,15.0,no,no,120.0,female,present,single,yes,Graduate,3.888888888888889,0.0,2.0
747,9085,28,13,12.5,10,11.428571428571429,no,no,110.0,female,present,single,yes,Graduate,3.3234126984126986,1.07,0.0
749,9500,18,0,13.471428571428572,0,13.944444444444445,no,no,134.0,male,present,single,yes,Graduate,3.8077601410934747,0.0,0.47
751,9070,20,0,13.333333333333334,0,14.666666666666666,yes,yes,141.0,male,present,single,yes,Graduate,3.888888888888889,0.0,1.33
752,9500,21,0,13.105,0,13.105,yes,no,123.0,male,present,single,yes,Graduate,3.640277777777778,0.0,0.0
754,9070,20,0,15.5,0,12.166666666666666,yes,no,122.0,female,present,single,yes,Graduate,3.842592592592592,3.33,0.0
757,9991,23,10,11.0,10,11.363636363636363,no,no,130.0,female,absent,single,no,Dropout,3.106060606060606,0.0,0.36
759,9147,46,4,11.375,0,11.8,no,no,133.1,male,present,married,yes,Graduate,3.21875,0.0,0.43
760,9003,27,16,12.22222222222222,9,12.384615384615383,no,no,125.0,female,present,single,yes,Graduate,3.417616334283,0.0,0.16
762,8014,41,5,12.0,3,12.0,no,no,100.0,female,absent,married,yes,Graduate,3.333333333333333,0.0,0.0
764,8014,37,12,14.125,6,13.0,no,no,150.0,female,absent,married,yes,Graduate,3.767361111111111,1.12,0.0
767,9991,26,8,12.333333333333334,4,12.571428571428571,no,no,133.1,male,absent,single,yes,Graduate,3.458994708994709,0.0,0.24
768,8014,54,4,14.333333333333334,2,13.857142857142858,no,no,133.1,female,absent,married,yes,Graduate,3.9153439153439153,0.48,0.0
769,9670,21,0,15.166666666666666,0,14.0,no,no,132.0,female,present,single,yes,Graduate,4.050925925925926,1.17,0.0
770,9085,20,0,15.142857142857142,0,15.142857142857142,yes,no,134.0,male,present,single,yes,Graduate,4.2063492063492065,0.0,0.0
773,9238,18,0,12.333333333333334,0,12.166666666666666,no,no,129.0,male,present,single,yes,Graduate,3.4027777777777777,0.17,0.0
